Title,Price,Description,Location,Ddate Posted,Features,URL
AVAILABLE NOVEMBER - 1 Bedroom Apartment Near Cherryhill,"$1,099.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Beautiful 1 bedroom apartment available November. This fantastic apartment is available for $1099.00 monthly, utilites inclusive. The building has controlled building entry and 24 hour monitored security cameras. There is also a laundry room on the first floor.<br/><br/>Located close to the Cherryhill Mall, restaurants, banks, grocery stores, medical care.Great location for those who use public transit.<br/><br/><strong><strong><strong>Don't miss this opportunity call today to find out more about these apartments! Contact us at 519-851-6589 or visit our website atwww.bluestoneproperties.com/residential/251-261-plattsfor more information.</strong></strong></strong></p><p>""Building Better Lives and Better Communities through Better Properties"".</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">251 Platts Lane, London, ON, N6H 4P4</span>","<time datetime=""2019-09-04T12:36:00.000Z"" title=""September 4, 2019 12:36 PM"">about 13 hours ago</time>","Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateNovember 1, 2019 : Pet FriendlyNo : Size (sqft)472 : FurnishedNo : Smoking PermittedNo : ",
Three bedroom townhouse for rent in Trudeau Dr.,"$1,450.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Three bedroom, one bathroom townhouse for rent to professional or cooper students. Reference and credit check required. Please send me by email which includes something about yourself, I will get back to you as soon as I can. House size is not accurate.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Sarnia N7S4T5 ON, Canada</span>","<time datetime=""2019-09-04T12:35:29.000Z"" title=""September 4, 2019 12:35 PM"">about 13 hours ago</time>","Unit TypeTownhouse : Bedrooms3 : Bathrooms1 : Parking Included2 : Agreement Type1 Year : Move-In DateSeptember 7, 2019 : Pet FriendlyNo : Size (sqft)800 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
5 bdrm 4 bthrm home for rent Rideau River community of Overbrook,"$3,488.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>5 bedroom 4 Bathroom home for rent Rideau River community of Overbrook</p><p>-Close to the Rideau River, downtown, bike and walking path.
-Easy access to Queensway make this location truly central.</p><p>This modern home with all the bells and whistles is spacious and offers</p><p>4+1 Bedrooms &amp; 4 baths.</p><p>Main floor offers
-living, dining, office/bedroom and a powder room.
-beautiful hardwood
-Gorgeous kitchen with a large island is a chef's dream.</p><p>2nd floor
-master with a 6 pcs ensuite,
-3 good size bedrooms
-main bath
-2nd floor laundry room</p><p>Basement
-Fully finished, has rec rm/exercise rm space,
-An additional bedroom
-Full bath</p><p>-Concrete dividing wall between the units, 9' ceiling on main level, insulated main floor for noise,
-fenced backyard and patio are some of the features of this home.
-Great and private back yard perfect for your family.
-Surface parking.</p><p>rent $3488/month
Call to book this opportunity, 613-407-7040</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">57 Columbus Ave, Ottawa, ON K1K 1R2, Canada</span>","<time datetime=""2019-09-04T12:35:12.000Z"" title=""September 4, 2019 12:35 PM"">about 13 hours ago</time>","Unit TypeDuplex/Triplex : Bedrooms5+ : Bathrooms4 : Parking Included3+ : Agreement Type1 Year : Move-In DateSeptember 4, 2019 : Pet FriendlyLimited : Size (sqft)1 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
"OCT 1St. IDEAL FOR A PROFESSIONAL, CLOSE TO HOSPITALS AND QUEENS","$1,995.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>IDEAL FOR A PROFESSIONAL (Residency Doctor / PhD Student) OCT 1St.. ALL INCLUSIVE $1995.00 MINT CONDITION.
MAIN LEVEL BUNGALOW HOME WITH TWO BEDROOMS PLUS DEN, TWO 4 PIECE BATHROOM, Excellent central location in a great quiet neighbourhood at Taylor Kidd Blvd and Centennial Drive. Just 7 minutes by vehicle to Hospitals/Queens.</p><p>FEATURES INCLUDE: Six appliances, fridge, stove, microwave, dishwasher, washer and dryer, beautiful gas fireplace, gorgeous kitchen with bar counter top, ceramic tile and hardwood floors, blinds, main level laundry, mirror doors, central air conditioning, storage room, patio deck.</p><p>NON SMOKER, NO PETS PLEASE, PARKING FOR ONE VEHICLE. (NOT SUITABLE FOR MULTIPLE STUDENTS)</p><p>Available Oct 1st. All inclusive $1995.00 per month includes utilities, heat hydro water. One year lease required, first and last month rent upon signing lease agreement, references required and credit check information. Quick response by email.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, K7M 0A7, Kingston, ON</span>","<time datetime=""2019-09-04T12:34:01.000Z"" title=""September 4, 2019 12:34 PM"">about 13 hours ago</time>","Unit TypeHouse : Bedrooms2 + Den : Bathrooms2 : Parking Included1 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)1,150 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
BEST PRICES OUTDOOR/INDOOR STORAGE FOR BOATS/RV'S/TRAILERS ETC.,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>GREAT PRICING ON OUTDOOR AND INDOOR STORAGE
PLEASE TEXT OR CALL 416-858-5095 FOR INFO AND PRICING
CLOSE TO 401 AND TRAFALGAR ROAD
SPACE FOR ALL SIZES
GRAVEL LOT/VIDEO SURVEILLANCE/GATED ACCESS
ONSITE STORAGE
STORAGE DELIVERED TO YOUR HOME OR BUSINESS</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">9198 Sixth Line, Georgetown, ON L7G 4S6, Canada</span>","<time datetime=""2019-09-04T12:33:48.000Z"" title=""September 4, 2019 12:33 PM"">about 13 hours ago</time>",More Info : Storage,
Room for rent for a couple or 2 females from Oct 1,$700.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>The place is at a walking distance to Kingston Centre (transfer point), McD, Banks, Pharmacy and many more.
Also, its 14 minutes by bus to St.Lawrence college, its a pretty good location for students as there is public library closeby as well.
Also, there is a swimming pool and a reading room that will be accessible to you.
We are young Indian couple, respectful, helpful, friendly and welcoming people and we both work full time.
we are looking for vegetarians, non-smokers, non-drinkers.
The rent will be 700 for 2 people and 400 for a single person.
(Indians preffered but all are welcomed to apply)
Please contact me at 647-712-2495</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">K7M 2X7, Canada</span>","<time datetime=""2019-09-04T12:33:22.000Z"" title=""September 4, 2019 12:33 PM"">about 13 hours ago</time>",Furnished : YesPet Friendly : No,
OAKVILLE STORAGE BEST RATES!!! INDOOR AND OUTDOOR,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>BEST RATES GUARANTEED
MOBILE ONSITE STORAGE UNITS</p><p>ONSITE SPECIAL
UNITS $100.00 PER MONTH ***</p><p>PLEASE CALL 905-878-9111</p><p>BEST RATES GUARANTEED***</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">702 Bronte Rd, Oakville, ON L6L 6R9, Canada</span>","<time datetime=""2019-09-04T12:33:17.000Z"" title=""September 4, 2019 12:33 PM"">about 13 hours ago</time>",More Info : Storage,
1br + den + parking near Distillery - $2400/mth,"$2,400.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Featuring
•	laminate flooring throughout
•	tile flooring in the kitchen and bathroom
•	kitchen over looks living room with a breakfast bar
•	black out curtains in the bedroom and den
•	four burner stove top with a hood and oven
•	over stove microwave
•	dishwasher
•	in-suite washer and dryer
•	bedroom will comfortably fit a king size bed
•	walk-through closet with private access to the bathroom
•	ample storage and a built-in dresser in closet
•	large storage closet
•	four piece bathroom
•	forced air heating
•	air conditioning</p><p>Location
•	222 The Esplanade
•	established building located in the Distillery District
•	next door to a recreation centre with a swimming pool, squash and fitness centre
•	non-smoking, no pets
•	24 hour security/concierge
•	garden area for reading
•	fitness facility in the building w/whirlpool
•	park across the street
•	excellent walk score
•	TTC bus 121 at the door
•	King streetcar 350m away
•	grocery store, LCBO, Dollarama 300m away
•	Lake Ontario 800m away
•	St. Lawrence Market 600m away
•	Canadian Stage Company Theatre 250m
•	George Brown College, St. James Campus 650m away</p><p>Extras
•	1 prime parking space included – located next to elevator
•	all utilities included</p><p>If interested, must fill out rental application and provide references. First and last months rent will be required.</p><p>Available October 1, 2019 or November 1, 2019</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">222 The Esplanade, Toronto, ON M5A 1J2, Canada</span>","<time datetime=""2019-09-04T12:33:00.000Z"" title=""September 4, 2019 12:33 PM"">about 13 hours ago</time>","Unit TypeCondo : Bedrooms1 + Den : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)542 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
INDOOR AND OUTDOOR  STORAGE PODS DELIVERED TO YOUR HOME,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>STORAGE FOR BOATS/RV'S/TRAILERS ETC. SAFE AND SECURE PLEASE CALL 416-858-5095 we have numerous locations to serve you!!!
Go to: uneedstorage.ca
new and used sea containers for rent and for sale 20' and 40'</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">L0P, Canada</span>","<time datetime=""2019-09-04T12:32:53.000Z"" title=""September 4, 2019 12:32 PM"">about 13 hours ago</time>",More Info : Storage,
Room For Rent,$700.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Furnished room in house on bus routines, with double bed, desk, chair and dresser. HS wifi, laundry on site. 1st &amp; last. No smoke or pet, working professional or graduate student, international student</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Kingston K7M 7L3 ON, Canada</span>","<time datetime=""2019-09-04T12:32:48.000Z"" title=""September 4, 2019 12:32 PM"">about 13 hours ago</time>",Furnished : YesPet Friendly : No,
***Just $299 MONTHLY - Co-working Shared Office-New Building***,$299.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Now Opened - $299/month*
Toronto's 1st Real Estate Focused Coworking Office</p><p>www.TeamWorkOffice.com</p><p>Network and Networth – Let’s build with TeamWork!
MONTH TO MONTH – NO LONG LEASES!
Book a Tour and FREE Day Pass TODAY!
MONTH TO MONTH – NO LONG LEASES!</p><p>Membership Features:
•	Fully Furnished &amp; Brand New
•	Private and Dedicated Office
•	High-Speed Internet
•	Professional Cleaning
•	Business Lounge Access</p><p>Add-ons:
•	Seminar and Training Center
•	Boardroom with Video Conferencing Facility
•	Reception Services
•	Online Community Access for Discussions
•	Mail Box and Virtual Mail
•	Signage
•	Printing/Copying/Scanning/Faxing
•	Sponsorship Opportunity on all our media
•	Photography/Videography Studio
•	Business Marketing Pool
•	Pop Up Shop for Display Services</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">115 Lebovic Ave, Scarborough, ON M1L 4V9, Canada</span>","<time datetime=""2019-09-04T12:32:40.000Z"" title=""September 4, 2019 12:32 PM"">about 13 hours ago</time>",Furnished : Yes,
Master bedroom,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>One master bedroom available from 12Sept, with private washroom.Looking for 2 girls to share.
450 per person.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">180 ho, Brampton L6S 1B5 ON, Canada</span>","<time datetime=""2019-09-04T12:32:29.000Z"" title=""September 4, 2019 12:32 PM"">about 13 hours ago</time>",Furnished : NoPet Friendly : Yes,
Wanted: Looking for 2 room basement ,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>One married couple and sister looking for 2 room basement on reasonable rates with all utilities. Pure vegetarian quiet calm and non smoker. If any place available from Oct pls let me know. Thanku</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Antrim Crescent, Toronto, ON M1P 4P2, Canada</span>","<time datetime=""2019-09-04T12:32:28.000Z"" title=""September 4, 2019 12:32 PM"">about 13 hours ago</time>",Furnished : Yes,
MODERN | INDUSTRIAL | HISTORIC - Treble Hall (Nov. 15th move-in),"$1,650.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Yoke Group presents Treble Hall<br/><br/>Unit 302 available for November 15th 2019.<br/>1 bedroom.<br/><br/>A Historic luxury living experience. Everything is brand new including open concept kitchen with island, stainless steel appliances, in-suite laundry, dishwasher and 3-piece bathroom. The units feature 200 year old wood beams and exposed brick. As well as an ample of light facing King Street and John Street.</p><p>The building is located downtown Hamilton at the corner of King and John and is steps away from the best restaurants in the city including The French, and right above Toast Wine Bar. City transportation is directly in front of the building and is steps away from Hamilton Go Station.<br/><br/></p><p><strong>SUITE FEATURES:</strong><br/>Open-concept kitchen with ample counter space &amp; modern kitchen cabinets<br/>Original hardwood flooring<br/>Exposed 200 year old brick and wood beams<br/>All new stainless-steel appliances and dishwasher<br/>23 foot ceilings<br/>A/C &amp; heating<br/>Ample natural light from expansive windows<br/>Brand new, 3-piece washroom including a bathtub</p><p><strong>PROPERTY FEATURES:</strong><br/>State-of-the-art security cameras, and lighting system<br/>Elevator &amp; buzzer system<br/>Public transit at your doorstep<br/>Hamilton-based property management that is proactive, responsive &amp; reliable<br/>Separately metered utilities.<br/>You only pay for what you use, do you dont subsidize your neighbours<br/>(Landlord pays for water and gas)</p><p><strong>NEIGHBOURHOOD AMENITIES:</strong><br/>Hamiltons best restaurants &amp; bars: Toast Wine Bar, The Mule, The French, HAMBRGR &amp; more</p><p><strong>WALKING DISTANCES:</strong><br/>Walk Score is 99 and is a very walkable location<br/>Transit Score is 88 and has excellent transit options<br/><br/></p><p>Call us to book an appointment 289-426-5692 or reply to this ad.<br/>To book a showing online:https://calendly.com/caitlyns/treble-hall-showing</p><p>www.yokegroup.ca</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">8 John Street North, Hamilton, ON, L8R 1G9</span>","<time datetime=""2019-09-04T12:32:26.000Z"" title=""September 4, 2019 12:32 PM"">about 13 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyNo : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : Barrier-free Entrances and RampsYes : ,
